EAN,ITEM_NUMBER,DESCRIPTION_1
17486766,91158419,QIZHMPRO
1051465,96505478,MBSNKEJG
85496580,22183079,UVZQTNAK
83931144,12184674,MAQIWREY
67155341,26187073,OEJGYCTM
79636993,24483036,VOABERTJ
16213182,45657720,CROERLNG
24378548,89091426,YBTHTYKT
60021460,48444331,LRVUUIDN
37594664,26151040,FHFBLZIZ
22160357,7722207,AUHBQBIY
34955167,53526429,XLRMTYCR
98790361,60806467,TVGXQJNR
70810811,59876642,VVPEMKWJ
92721158,24748766,SWPXJFUH
58046187,52661534,OIUARUFX
98164558,34851258,ZFFNHGEV
92311788,81903987,WWXCTLDD
34398982,64808848,TTBIXOOY
77445596,71854941,KKWEHWLQ
44248404,42563502,OXYDGAXP
96490974,71087256,ZJCLAAMS
29721282,4147695,EKICXPCR
16554761,37890258,FKMZXPCF
66833744,32546388,RPEUASKG
12569719,60263046,OAFEPLHG
18674413,2172341,WFRKTRUF
28248033,47434843,ACOGYEJR
28447671,51554801,GEWSUBXO
38116787,77060750,CMXHMRKJ
94254605,98242201,NWDBSHIJ
18158352,55417839,JXFGGSRX
99040965,40536472,JESHOMGP
71759974,2759051,HCDZABXQ
28442214,89663480,PLVUQICU
63266618,42917679,SCFGJFEM
92070056,81665516,ETJOJILH
79883792,80546892,VKGPNJTR
18541710,21623805,KCFCPRLH
46214093,61724982,AYXDJJKN
93732580,88225458,GVSKBTAU
44292714,65843250,BHZUOYBE
31980065,17397630,UZIAASZV
90735288,14860176,VPJXXOID
7524829,74309648,UUQCDADP
51160125,18482386,QZYCOPGH
72405692,77857717,CLEGSEAP
6145144,44134152,AYUPSMFR
23904407,59051007,OEKHXREF
62942248,52216780,VNZXFSHV
55090483,64163102,BQJUXUSR
5864191,6609469,NQCIMVKO
65101980,67933863,JHMLRHAO
87127516,68932510,ZTXQPISR
62857315,13394273,RZCQYZJO
12304485,10206135,ECBLNCVJ
96325085,32636213,NIDLZUJR
2007922,69477991,ABPKZYAL
79425264,75851275,BKEOWWRA
98999889,10600790,BIYQINUI
27996880,72206498,WYMQYZTT
88909879,74124937,MSAMKYYQ
94717291,94814252,ASBCMSCD
43364815,18054351,WBNOUSJD
11010205,23921861,VXMUMUDX
61928894,1866558,BVUKJDAE
76725258,45069336,VNAKVVSN
11452475,54116598,GABBPPQY
35275944,80310260,ULZGFUNK
28679038,64615283,YTWPDHMD
57105599,41914836,LZLVVQWI
9796199,1232850,MNEDEDHC
25916459,36475724,WEKGDDAH
92012139,7871470,QYRRCVZX
92898869,72367245,JUKCOKUA
70754639,56192859,HURPRNWF
5495027,70563248,TPSQMNAE
7598089,49977038,AZOMHOUN
62109546,20006017,EKIOALPP
37803950,4673299,ZLQYYSYI
70031483,73088927,NLQGNWPR
9228781,24817071,IQWAYGRA
59608255,19601749,HFTPXEXU
12611470,16869747,ONDPWUAF
46112781,58439881,KOGKTBNB
70671260,56163109,XBQMYQBT
75458713,37691690,FHXFSTUV
48170855,24126576,PTKJSJQG
10185778,13106424,AVEPWCUI
40859075,21105819,EIYJVSXL
59568542,56049838,RURLDKLM
44415412,33097765,FPGRECTE
99488144,50810900,RXHRGJAH
44127620,67147671,CGOTUZJD
44579896,55145145,VWDGHRXJ
88971576,71679920,VAYNMUMZ
95925230,11074894,VWZQPCQK
8480453,85354232,RLPTEYYM
68636135,51480506,PDRWMXFL
94988979,93159746,HTPNDYKT
59994626,98385652,CBIZEIYK
81052913,76194602,TQYXUFEW
87380808,56680320,JJYKGABA
42742194,95469996,KFHEQUIP
1124049,45821020,RSZFEQHQ
28942923,50953733,VBTAUSCE
32115704,72310306,KZXMWGBU
91635161,33261588,SQPMKFHZ
18596764,19433016,GSASOYPX
33628400,51604615,ADTFVPBR
64291607,35202655,PPFMNXQO
57618061,18662361,VINFQNMN
88256042,50638247,ITTRQPJM
52109046,36488523,FXQPODXH
66475746,70974439,JOLTJVWJ
46254786,54483664,JBCVFXCV
57017877,36009654,UWKRVGWX
53169980,84181293,ALFJPVQC
45175565,48184667,NXGYXXEA
59245948,70710391,WFRZQBSM
25260477,86403008,PYCRAFOC
55567991,27159536,UAHWAVWP
36029219,6105689,DOHXMABF
77132098,1924654,TZTUIRRN
75767985,72414137,CAIHCGOB
16646634,34016841,SAWSSKNK
67071405,32533744,UBCFFOBZ
93493538,75571293,JCADKHMX
72970548,41203540,RYTEAUCC
68665185,55889729,GVBGPPTW
66004904,40028228,YGOTEWQQ
18564427,34315785,SYPZVXXW
20505977,90418039,CJGPURWM
87918143,69366214,KWJRYKSB
15460024,65030661,IOATCDZQ
75955383,20538873,SVCFSTBU
77208577,26682503,SGDYBCNU
97564658,54049398,OBEECKBT
10416616,22607074,WIBLFWOR
11347558,57523644,CZDWKGXR
81008851,3288721,RGNLFNDB
29580639,71728771,KUMPFNQQ
14034528,3825323,QPQDWWKP
26525808,57598969,VVKGZILD
19445931,12970532,NEYGFCKR
17151938,74168808,GDMNUKWO
34736060,4007556,QHOABZLA
53688212,88280758,HTFFNQHP
93873174,58480650,HLTNKMUM
37021840,3799915,DQKJTWVJ
16140876,13506341,NOCMLBFQ
6789993,78935394,UKZKAKPD
96472787,24320723,NUBKKRNZ
94829858,99679093,QJBXWJPK
13476930,79937065,PITFYTRD
63151414,39918108,FIJORYFZ
32105019,62112931,NCAGQILV
39083238,78464427,YPYDYCHB
71502336,94499021,QBPBHKQS
3244791,66809042,SJBRRALI
22440990,61609153,BBFXFTCA
21792799,75839490,JNKXSQYI
27644928,76560406,MOWWEXFO
13374267,83535156,VUULPKZE
81621603,89280350,FDALBRCN
67104969,23073568,RTMZHSNI
19978397,94830199,NCZNGENB
87914671,29516474,PNDFHLDY
92793835,86937736,BJQEDDPS
50605211,72560958,ZPCKNUUE
73402759,40474855,QHQHFURD
35308782,13887204,WHAFSWTK
9362819,41776034,TBKTUXVR
19823205,93784396,XDWURTWR
67447823,73809227,YTQVHLOW
46667582,92739847,CXLKGTWW
11679264,67646540,ODGNLHMN
26437526,96791297,DGVULQHF
12049711,38332167,UMPXVNWC
8761846,91451994,UZJTRAOU
46003484,49724059,XOVAOZNN
85914708,7184349,RXGDKFDD
38977506,62712067,MODTDAGV
2430383,72796385,LWEUXZTF
3260112,27360782,LEDLGJSH
17525360,2049349,RBBCDRBX
64803634,57207207,IXLJUXDS
47971186,94078383,NCRZDBJZ
28590631,8475049,FVSAWVCZ
81211833,97623329,ARGMHQMH
40594079,23799001,PYUUGDON
28729347,27434641,RZCHVCUW
34533985,23718011,TTTMHUAG
18427276,37248600,SDOMJJGO
7615909,53910983,SFVGONNH
22574758,68614703,XOQJPYZG
45709408,80842381,FEJGDCMZ
97653008,20208387,AVKFULCC
77561503,50643797,IIFARWGA
82401654,86122495,AOSDUACN
92378253,48308524,UAKIGFEV
90262413,73465804,HAZIXCOY
67199848,93495276,HACCVJAK
72659632,45881689,SOIPXZLB
58484453,48816408,FZVWCGOF
13723630,94690610,GIWDJNJZ
82925668,13026058,KGEBTCXG
60758803,27381270,SVCKKAYB
16452969,85913067,BYMNFYWM
25691135,3392958,IBQESCQR
95144347,10906396,KDJACRMM
69365349,44340730,YQXMQPTA
20825059,27635860,YWQKZHFL
74216656,12535199,FFEECCES
48445349,35819351,JQRQGCRX
63848306,64805711,GSGNMAIQ
24273648,1448578,LNGTVGUE
12058869,34738297,WEIUTKJB
97445833,18249863,WNQYEUGS
70902991,70427986,MKVIXWUV
24352297,69248736,CGJOCMQX
93252456,39289576,HCUVTETO
93572919,34385441,CFSHAFQS
56543447,19442621,TQTIFSAI
8661672,85329045,IWBSHLVG
91623973,22908942,DIMHWNGT
88169167,51159975,FEJJXWCO
93903938,69381406,KKJBTPRS
98867856,91469332,ITFTLZDA
82025913,63664537,FKFGANRE
67083444,13868610,ELCNAQET
5438321,48249673,RVURXPEC
65249724,50277150,RMSBPCRQ
30083613,96803154,SWKKHAJG
90180119,91705999,NQOQGMSY
5177075,99109496,AGWDPLZI
55716421,74669047,QKCUQEDY
56733848,99432918,WLCHZMIW
46844265,35857433,TSBMOEVS
24573592,38576861,MTPYEOUW
36744903,70854459,MWEZSNJT
97088694,21728664,IGAKWBEP
60211538,60255895,TXXQOWIX
92852847,24895837,VRUGRTLD
24342991,37847948,NVIQPYOD
71047689,51788633,LEJTLPWY
91689522,29196632,VXPWPPGA
70621878,67352456,BZPJGMDY
63174495,7236061,MWLLCWQT
49572134,29929638,PESGNVGH
36098048,22983319,CGPZYRVK
11309698,71087335,QIVHZHVQ
97254751,52013377,GPOWQVUT
63333553,16874941,EUSRCWPN
26349735,27165563,BUYWZNZF
20414664,82691785,VQADGMZE
27485522,40902115,EMDIEQYG
34426333,14788011,AIPRXHQI
63367158,73440104,TGNLTMRC
40976233,38634131,KPIJIFCV
25175875,13950483,VPWTVBCY
22823748,70286901,RXXFEDZK
95972592,96684291,IQUOUTVA
87831116,94738481,WNSAPDTC
90838192,17723950,GJJQONDG
26965745,63707906,EZNDIUGP
90355381,42493496,XGGJUJAC
22179188,36298491,KYCHNDZQ
82896660,60614725,JEAYBSZI
16009025,21512802,FUJEHFWY
72946205,22627789,DABRZYSP
88299740,28944349,CKJBGORQ
79912621,12249873,ALOZLGMA
6484224,69922730,UXDVHNHQ
64891602,28057741,HLOADXLR
35090461,73037428,PKPVNHBF
72350639,66254407,PYAFFGCU
87098972,35438053,XJNBIRFC
48794940,75430641,OZGXOHEO
89464477,31393940,SGLLAFVH
75641251,13305032,BDIVDXWF
46676905,61426031,CYPQWKDZ
90574571,32857144,AITHWOWK
51192348,30756405,MUGTPDZS
28948619,35249916,SPZMRQSF
93546637,3304413,RLCYXYRP
66928521,58159253,HKJOOUWS
14914621,11946479,AELMLDFB
81759368,52025463,HSHJSJXV
91691983,89100180,ZXOFHFBF
15296987,62304506,DFYVABKM
75792473,28465810,KCFUWFYI
37930723,62675006,UBKJPAND
53475310,46763849,WUUBPAIK
24863689,73445830,QXKGYXDF
76086114,77511623,SIDLLHWE
60720333,51221869,LJRKWZFR
40340613,63871201,VSUGUGXO
56698959,74520079,LERFHFPC
69411726,54710888,WQORCAHC
25036316,12817669,IHOGCEZZ
47757178,78698789,WGLYGHOZ
30858662,6322069,JTDJIXOB
47965268,1429349,MZAIXPAA
69884057,14438613,YFZSBEYR
30178292,99400137,BFRUKWNR
89365203,63981532,PDPUUVJS
76662475,26200955,NJWGKBLY
94341734,77034673,LPDTVFIE
12996892,6880671,NOXBNCYB
63084205,43939938,EQZOXQWO
56669709,30183742,PLRPGYOQ
19566557,25951196,ZVTBGDGN
87037267,9191202,IUZNRZVF
54852031,80958281,VNVSLHKN
89438435,31237224,TPQCGVZC
11504400,6751762,MKFOEZJX
14328937,51139366,HGQKSQST
71539089,28697051,ADHSVUOR
13043376,28623366,VLRVCTJE
99069748,35009148,QSJFLOKW
71918386,92885256,AKLZWGBU
58403379,91625616,HZLZRCNL
1940087,52149795,CGRXTZAA
59486524,55546034,BZUIDVSC
44768845,35211388,CWWSCTVC
73247349,26969011,MONDHXOU
31400598,8963834,NJIUYOPS
63101756,38705462,ALEISTLV
80838930,62271443,WLTCAWTD
41371378,31031021,NUFUPCFY
85210825,5805581,PEWUMHDR
87765952,27143372,KQENDTMD
86235153,69283885,WWICWBZO
19206542,2426488,EEZUGRNM
10203302,14230949,JGDSUMNC
91501856,97137460,YWEVMFIM
78188341,18636391,GBNLGDWR
91415644,14402180,AKBJCPVQ
12602610,15950477,BPUZJFAU
48857819,98148699,PAAZVERY
19584637,79300351,VNEWSQNK
88324508,73723912,GUEJIQXA
89192570,41758971,KYALMXSV
90627987,50919472,FIFNEPCU
95864673,47714908,AHQXLRKA
87266143,63515781,DDNXJSUJ
87551701,90306101,TQDBHBFW
92759553,80930976,WZQLMNNF
73189438,36370126,JHNDJYVT
97576299,65443237,IPAVYPMI
31478646,93874119,NWMJRSNY
52803498,27639517,RWYOGJQP
50707508,49716581,IDMGAQQI
84664748,19124888,OPBQXCUU
57869997,32049481,ANYTCUZX
92479471,34070321,DPDPYPSV
1122345,64250038,TTXNOPWW
22061859,92424975,FFTVJWBZ
90054091,34344543,TJLMBRSQ
77259572,52290376,XTIPDEAH
18900247,49748722,JESFIRTD
66060974,49329259,JZJSHDXT
61206915,67558223,YLHGJDPO
86188251,4019995,YSSTZTEV
71590095,16433179,JDPUGKVU
86696853,10774977,IHIQSFFF
58369393,18744458,IDCCJHFI
16891959,47009218,HEXWHWPT
59801236,77484095,DYOZYINS
62036923,57366458,SRPGEJSK
38373460,4077861,AQXSUAEH
59536127,15566049,TDFOKLHH
65299327,11384250,UZBAKWPI
14456161,15779754,AVKLDPNJ
80976134,21328298,FGDMWVQT
91792167,54840213,QGHBPNSZ
25140334,47115028,VLTWFQKO
20694349,48813734,NJLHBFCH
26841574,4834386,WJZMBQMV
18477023,39676001,EVHKSMFQ
11885357,69313276,RBUFXLOZ
75376833,8415407,COOVZPHZ
18026866,37235579,LHGPKBVE
92756789,85259577,KUGECUJH
98540563,29719773,VPHVEHNQ
58883674,11980518,DZKLNQCL
59639763,25843203,SZZRAZEB
7223825,49030383,EKXRNKHZ
37721309,29094368,OSPKLFAR
98766374,25884456,CNDEDQUZ
88099347,37224655,JWNTUMQN
24439376,97069160,ZHVZUEHP
91270769,81804784,GQCGGFTJ
93982181,83375910,GXSCDCEF
20082213,99353133,OFNVWSVT
2427520,95215758,GHBYETFL
47053953,39871155,TIOXOXXA
8616208,66733175,DFJYDYDA
71789012,20980503,HUDRJEYR
66632941,72915493,TGBAYTLA
46832244,26993808,UNAWUPCX
44261263,10338852,RMSQIBXZ
30330584,94191565,XIZKYEXO
96371349,15865620,EQAFQCQJ
20211114,52980066,IEWZAIBT
38971102,28432541,KSDPPFRF
4162371,86784325,VWMFSPVZ
29380875,98024948,DQXOMHXS
60867841,92190473,YDMKGFGU
41582007,84169566,OZHUVDDM
42461490,25714558,DWSFKIIL
82837100,8979986,ZIBVKVTG
98596667,5905316,LYOOJHTJ
32302017,60226715,MWIJFCOY
39831449,1360737,FXJDDZBX
58700299,3949358,HLTKYORU
69174892,41877059,GCRWPFBY
94729167,51481367,NYKBCBGS
31845203,90322937,CCZSTSVC
26578003,91749790,UZZEOTHB
10418103,52087737,AYMNUFGV
82902715,88305615,QLPMNVOP
82343734,86288113,KWEITRRZ
56568319,63672375,VDYDIUED
4436237,58501929,YGHFHHTL
34858157,42554321,QYVMQIKH
17640878,97281038,IQTBBIVT
33859635,74494132,KJGDNNBT
26860576,27204438,QFPSHLAJ
65411791,31313480,XJNJEARF
31538120,96516025,WZAWNUTU
70967215,39857278,YEHXRLPX
52810931,75378256,SQGWIPFQ
72994943,48799635,CVFNDKVK
30044730,94420050,SWLGOSUP
61055027,53352220,DRNKDWKM
91064804,57812046,WWQFCHYE
51830153,51072168,IIRDQIDF
68598363,82690540,KSPTXDFV
42123228,6536231,YVPQZZHX
81805658,54314112,NYOXIWGG
58556659,33831729,KXFJQEUU
96531037,76470153,LADGUPRF
68664312,5825461,UGRBYBEO
51518943,44454763,GVWYPJDJ
85294223,51696255,ELUUQQBI
92386670,99729000,PMPBXZBT
2829987,41249972,TSGMVPUM
84397220,23263804,BOPPNFZM
98513737,88258227,VSLITAIS
89545654,63805430,FFFZZMJM
10153887,26936923,QYPMBMXJ
62005237,94411207,UOJUXWLW
67033681,58825379,JOFUYDHI
3995957,25625923,QGIHBGAT
36387284,95242835,WYBSUPQM
60356251,72896050,PGPGZOYT
47006948,19385440,YCMULNWW
87848908,54311880,SVBJPLKA
8629924,5517240,NWQBNGLX
6190603,76406955,IPVSYAGV
41726780,21785020,BKSBFUFR
91124689,37625629,MAZYRBSW
60492412,98110575,YPZGHAFU
6352971,87174838,DTSERUWP
58573461,6027503,LTXUTGLH
99781482,70688262,DNQMFNYN
48642077,57667155,YGAOLGAC
33710729,99664103,WYSZXZFH
38765422,90414527,QVGQHECP
62571730,47115374,OPUCKRJI
86143566,97839776,KEGSKILL
90518348,96740363,QVGKCZTE
78927627,1762319,RRMDLOVO
2490799,45029868,SCPLUXJJ
68099243,19111596,WFRQFVBT
74972019,24103742,LGJXADCX
85855916,87836360,SLDBETPJ
40623933,58468495,XAAVLYDA
14157230,34786851,AKJGRHMT
37056931,33092222,ADEJOUVU
61204281,83642333,CLLUMGAQ
31240650,51781138,BYANACYM
95232975,24256754,KMGNZRCN
70963498,66564364,TOLFNEIN
44210486,70037548,JNSZMNSY
78528095,20955795,RQZIQCAR
3728684,44429735,PLNVFUXR
83760866,10805635,JYUZFIMJ
38993312,61350515,QWOJLTAF
24781615,68657795,QKVCYRQD
96563616,53791825,CKLYZUSB
74908664,87343429,RVFXQEFO
24546305,60395414,JPMNOVIQ
29036540,76934349,KGWTLSGY
46747928,5206846,EOUNTPTI
81015590,47864567,GPENIGVH
72357049,20577746,YKESYNCM
62658679,3332490,BITMEFSM
47364066,51232292,MENFOBVB
49462297,60307981,ZTZDABZY
83567546,13601956,FCARZIWU
48031792,53321539,GNUJSDNF
52636408,83356019,FQNSZELF
35627510,58940503,SFMMHSVK
28931137,70853654,EHDEOBOT
93619919,18890696,QDKWKFNH
49276362,28004846,JEKYPQQY
76510660,99689866,TVLDGRXS
73685415,37945503,NNBJKAGU
54711292,54064883,IJWEQDJF
2088536,9593011,FFVXNNLC
26673558,64741018,WNFNSIIJ
46544889,38939777,HMPSCBBA
54719635,22922526,MHZVWZOK
8246342,78763459,DLXMKIKV
47226360,9078760,YMQGXOXS
65388614,52842078,PCOHFARZ
60381899,42667062,DLEXRGXL
38148440,80824844,UGQEGTID
23820037,62158402,UFUKBDCV
53720812,14581254,MHFOLICE
70132976,44285068,DUIOLSUT
32427697,18714080,AUGHLUKX
16476914,67008178,ZLGHDMVG
62685287,68628567,YVJVVCQH
87550214,93198808,PORMBYMY
11155148,61439268,EUZUXSYC
58869117,89670888,PKRLFFVC
22739088,72279177,AAFBUUUB
14183324,60552875,DRGIESIV
9741630,74230030,OCYDDNIT
48847543,69038346,XDXMKSYB
67426490,72596011,VCFNPRWX
93709569,90090298,FUNUXFPA
55339576,60288420,YWOCBOYV
13990049,57544723,UIUDBSOV
41527210,21708009,PKAOJCWU
61599439,65192344,BCITRNJN
90666576,4183062,KOZDCQXN
93728147,24643267,BTGEQUNN
37417652,21554417,SNMSZDWI
77340000,93823371,NJFHYENA
74321279,38316023,SKJBJKFY
50529160,25623239,UMIMZPKQ
40197030,16506233,DGLCZUXV
54171506,65499481,HKXWQGYY
24046591,26408036,BOKXBVSO
26626755,74485569,ETOAVWWQ
88477290,19858835,EQIUUUMK
64433164,10047454,GXNXXIPZ
5845395,20878328,WLCJDFYA
62211282,59868021,CWYRIUTA
64170563,23765289,SHPTUFKQ
81352949,11058829,FPHABALO
21682745,65958964,ZNEDAHQU
6023974,77872262,EYOSFMFU
83369008,31844234,GLYNECCQ
55497049,75241458,NEACHYHC
7580786,55613908,FEEYUMYN
61401006,35065686,UEDQHBLA
65955260,12407329,CVKYPFRR
52426271,72025668,GWUJZZFO
84235388,60245841,HMQORZRB
46319814,42171349,VLMTXIEO
28510792,80567297,HWRHGUUX
86230885,76498002,MOYCKNJN
92239413,82169181,QDTAEWIG
38932581,80970271,JDQILUEJ
39615904,76414996,ZAPYUAWN
91121195,40855158,TBFMWYLI
86205711,97022945,LLDLMLTL
57694163,3076365,ODNVCAHH
24307940,99781885,SHNUFUMY
28569922,55953189,VBWFWYCW
65131406,21208751,AORRQIGK
18971306,73858887,XLTACXVN
49852179,85309062,VQZLQOLP
22596934,64202473,JWMULUWR
77394165,13116547,AVYADDUW
3634715,12031814,FLJQVPOZ
4767001,71817996,MQZBQPLJ
29489943,17621737,ADCAVBPO
67389897,55020386,LQLFCYWA
38931790,38425573,RURFPRVO
60382460,44918040,WFGYARFH
11883038,6452970,ULRVWHDR
70044468,61742023,ALXDSLYK
56992447,4075742,KIIXACLQ
61427362,82049758,KAVHPKHW
64106480,12589727,JEJTNOLT
66280721,77141962,UUTYTVAC
58786958,57802074,QGORCGIJ
66576690,86966578,DFXBWYLN
69103568,21229277,RUXRXWVU
68348350,30946230,VMYNJIOO
61082528,72198295,RHPZUVHI
17447454,21073266,VGJGHSKT
79048102,29349375,RSBTSZKQ
86586402,34166482,LXAPRFAK
52784574,20235301,GMIWYHBD
12055016,81163168,UCQFWHVG
29712754,60970893,YXUGAHUX
71019950,31109826,EWMWFJFK
47537691,32895270,PQQTRWWT
8588195,95965654,SDQZWTVR
31314263,18533317,HRAURQOX
5062597,83148435,JNSANMZB
76148542,76148405,GEXODIUO
25539665,90733473,AHWWXFIS
4886428,87606499,VKAEIGXL
87167097,11208960,RGLFTKPM
98893002,94893824,CBZEQULT
4916624,9555134,IPARHBGY
44604340,91272067,JHNUWZYC
7110326,42179351,VYVBCXQQ
80169433,28192495,QTSEWDCN
87527621,17114586,AJDMCVKT
96990564,22308939,VLGADPTE
11203984,23008699,VHFKMVQG
94279623,10614821,CLHLYFCC
29614123,2996842,XMPSZYJT
35890986,90361893,JIRINJSF
32243788,50823725,HKKKRWMS
83526738,25137887,QBRNVWRV
72335308,47965943,FMMWRRDB
43078085,60943701,TUCQRNEO
87185310,73954696,PKEZUYZC
73028015,34756807,PZDKAEBD
7315868,14244303,PBXPOBCU
82980027,89524042,QQRUWXBF
7275612,93020538,YZVWIOZJ
19188664,84477209,VAGHJNKQ
39046169,45777337,GQNYENHG
16413532,59206535,LSRLDWDR
17887308,38302790,GAYHKLKE
65051863,47685954,BOPVMTCU
16368688,8745502,YDXZQLTR
82214478,71127725,YMVLHZVP
84758749,31623135,FDXXHCEW
15828054,25223225,WUZBNNCH
91051364,30694526,ZWQIEOIN
55700613,59454828,ZHRYCLAO
32291193,57792449,FIWPOPQG
30851072,85798677,JOQZKLRK
94405002,97792490,ZBJPJVLE
77853708,28545926,OZVZENKJ
27625798,38970534,RUXEMZZJ
93351583,31344167,OZJTRFBA
15054671,59499873,RFRGKGWB
91615682,57296308,RHINPCLP
69842850,40276962,QAYAYSYS
34245196,54437896,FYIRLOIG
28795998,55905003,HRRUBQIL
83903116,1742823,SRCXKTRK
34089531,72583196,QCVKEQAA
46486035,41940083,XUSDHTIL
75531550,68858014,RBWFGCKN
91817290,44839262,UCGAEYQG
86660010,75786018,KRSQCAIO
75341516,47815916,UDHSQIEA
51774687,89475770,ZRFYAZHH
41711906,95113293,FAZTBBQA
15220751,22162989,XBCKGEMV
18605398,71020931,FSSGZZLC
38886351,11642023,NZXTQUHO
68129925,7065556,VDKRWJSC
98474852,34844102,RQTRSZLK
21775747,23885500,WUEUGJUR
88002176,12717521,GLMLSFCZ
72856470,87839357,KFCRKSTB
28612936,20384300,AGAALYJC
55221352,28981579,ZIVFNIDV
81469228,53923508,OWTPPQOE
99762833,93667140,KOCYMFEX
16375069,6046831,UDBVJKHC
36229453,21213295,VORISXYW
57154052,39263074,BFKSJJDV
80923893,74879986,KNGVQZTO
17592142,34275210,KOWSTEBT
75101996,3946901,KKVLDSTF
16660469,27211245,HIADLUGP
12792395,68827425,PGIHIZDZ
21738322,51068204,RDTWFUGZ
25127854,14886515,CAKWYVTD
93757821,37989514,UEFHGNFN
5195398,56183165,TXOLSCSB
75477824,92980343,GGZLVOZR
68818471,51486499,CSZRRYHC
3848769,50817021,FFIKLBLS
16408611,50520561,TZTTJLBK
4955305,19261315,FXSDCVAY
94017235,62279768,CNLCDFGF
21822453,21090240,JDKKWWMB
60504124,1101855,GKIWKCGI
89045196,96024502,FQLCREAQ
20087404,99988466,HHUXAZGO
76030514,82526175,YECMQBCK
39445735,59677780,RAEGJGVP
28655406,99816810,WLZWMJQJ
15727038,20664254,MPKXLGTD
1299796,58183901,WAQPMLFB
98706179,86547761,OYLMMEUG
96681667,66133380,RASDZACH
26925809,65278802,QLWISDSV
35736401,22638903,CQZNVMRF
13402368,29517298,TSJGMIJU
64335163,94203342,IQIZLPDW
19220871,78079786,HUOTRFWN
93560817,74744994,RRDQJKRS
86976951,89876078,FZVBHXOV
43841969,44480111,ETFYNZNN
56921866,6828016,EZIDKDZU
97782115,71706216,IHOQBOJO
3090924,89128750,USMBYSGZ
16444755,86838833,NTYLDSEP
67442328,52359758,GQRYEPFA
43385822,45609789,SCWXUNOZ
6154808,17203799,LIOBHGQF
79191097,53857661,WJYMHYUN
67933087,76318102,GOBWEQIX
71870419,53481032,QIGVXFZE
67359252,26599722,MEQTAQJY
12009378,9977621,EMNAPVDW
89359638,10664183,AMTQZABP
65455900,69924937,QRWXNBOV
92254024,15037243,OGCESTFR
37304111,26309059,OQLEYBMY
9690151,6584150,FNARFQNS
86189290,79001880,OIMELYPQ
17942534,30212974,CJMZKBPQ
60028240,1920936,IDSFLDFW
85017330,7426419,ADQXIYGZ
65560897,88971706,LDDRTHMV
81286224,94758816,UAAISSBM
6097546,62860774,LLJNNFZK
69678275,87196397,BEVYVEYF
4281224,82996048,STRAFJHW
60561000,21041150,NCUOQFRY
27907934,2766631,DPSAZZWR
31755537,5742507,LDJIFJTV
4560179,34490159,ELFGNYQO
25945714,11846849,YOJGRBDD
40977133,55633838,LUMNYSUS
39847747,29607552,CAVAFDTR
58332835,42537468,JAAWGJJY
21255608,93900874,APGLEYLQ
29228173,51827601,TOFGNDAC
77238936,77992135,JADAAHRS
25023650,52571257,UQJOGAFB
12728235,22942793,PKEQBXQK
6544011,85874649,LLJZZAHH
51961265,39008148,RETPQOFL
2951212,26675862,EJTVQYFZ
58099021,20346657,ETLVTWQK
18263092,6498997,EICFGICQ
12076326,56830357,CCGLDOHC
21550740,57211570,RLKVMQKY
54841722,59389889,EADFPEME
34970638,91577090,XWZHZYVR
69280646,19526478,HDOEGAHX
44294014,8125422,VCFHWCUR
49419552,22494510,NVAHYDEG
44536436,51265146,FPLTWRUQ
12077124,55708824,UPLTZHNC
44040611,92386982,OYIWFIZR
55643842,88164098,PPGEBEHC
59366152,99031085,IJMKWOXS
22782620,26475717,XBLQEKJC
4668960,64818600,CPLDOCBP
19275758,4862073,KEMOMNAR
34273462,90622587,TWQXRZHR
67795316,81772515,GERPEOYW
38766691,97682616,JOVGXCCZ
40258599,57092078,NIIOYFNS
66187145,48257298,SZLKTXIA
19541337,94210076,WZDVJTGT
4439049,34202271,CQXDHCTI
9357271,19453244,ISILKRTB
21189601,26864574,RJZTONGJ
17397816,30054468,EMAXMTLN
64486472,34204936,XWBZVEPI
35346752,57351672,ZHQWIUZU
8139717,66666864,UNDLSZAI
69275501,31221131,MQTJHRHV
55841410,45759349,BTLEYQNE
74179594,26138452,ZDKSBNWM
24495852,9449337,BXFKEXXK
63016829,71025657,WFIBHYLX
63235578,29680688,SSVCMOQJ
37481547,15940460,UVDPGZJC
43843846,5211900,HLSMIVFM
65979121,5861725,MNENUKQJ
53288362,78219209,ZLJYXCZF
38135085,6940452,ZGFNNDAP
38296986,9323160,XATXUHOD
11550288,16302942,YGTMNMLF
67324128,27051334,QEKGVKBJ
96405619,69939055,SKNZZSMX
83432282,78491549,LHKPDXSB
80934588,5022486,LGLZGZCL
17466951,62097901,WDGYNYMS
21024997,20564317,BXOLAQEX
84052655,57768358,HSHIMIQQ
61190869,6568842,OHVLZSOS
88698432,77453737,POXRACXP
3077616,13930328,UHOUNTWF
42628189,1049354,LTBPXDRY
92869472,1924029,CPSKMUDL
32370744,66674618,JROBSVHP
28108014,51169086,WOJLVLSK
34088250,86763703,ZDBXKNET
69473004,37943633,NDAHFCRN
37393146,70894281,TYKUZFJC
27476808,1367890,GJGWWTRL
30924767,58154049,NYCHAAVD
55575676,80869819,IRRDTBOP
57793524,32362666,QJBRLALY
21835097,56929898,ABLYBLOT
78389583,87109142,HZLCHZHX
37346348,66058941,GUTWXRZP
24113864,74230568,NYLLOKWG
22604122,23348173,JRJQKYCJ
